User:;Maciej
IndexName:;WIG20Closing
StartDate:;2015-01-27 08:39:32
CalculationTime:;03:59:14
TestCasesNumber:;2
ProportionalDivisionTrainingTestData:;70
networkType;learningCoefficient;inertiaCoefficient;iterationNumber;neuronStructure;maxInputColumns;windowLength;density;step;resultError;TestCorrectDirectionPredictionsRate;TestCorrectDownPredictionsRate;TestCorrectUpPredictionsRate;Trend;LastTrainingCorrectDirectionPredictionsRate
Elman;0,25;0,5;1000;30~1;no PCA;Day;Day;Day;1299,88063315662;0,502906976744186;0,0116279069767442;0,994186046511628;0,5;0,497226074895978
Jordan;0,25;0,5;1000;30~1;no PCA;Day;Day;Day;1148,78695889339;0,5;0;1;0,5;0,49375866851595
MLP;0,5;0,5;1000;30~1;no PCA;Day;Day;Day;1113,14857021693;0,5;0;1;0,5;0,485436893203884
Elman;0,5;0,5;1000;30~1;no PCA;Day;Day;Day;1222,58777902468;0,507267441860465;0,0319767441860465;0,982558139534884;0,5;0,509015256588072
Jordan;0,5;0,5;1000;30~1;no PCA;Day;Day;Day;1092,64390600467;0,5;0;1;0,5;0,486130374479889
MLP;0,75;0,5;1000;30~1;no PCA;Day;Day;Day;1082,05086909774;0,511627906976744;0,0319767441860465;0,991279069767442;0,5;0,481969486823856
Elman;0,75;0,5;1000;30~1;no PCA;Day;Day;Day;1147,13156753032;0,515988372093023;0,0494186046511628;0,982558139534884;0,5;0,506934812760055
Jordan;0,75;0,5;1000;30~1;no PCA;Day;Day;Day;1071,47622889503;0,505813953488372;0,0116279069767442;1;0,5;0,490291262135922
MLP;1;0,5;1000;30~1;no PCA;Day;Day;Day;1072,85525950251;0,526162790697674;0,0901162790697674;0,962209302325581;0,5;0,495839112343967
Elman;1;0,5;1000;30~1;no PCA;Day;Day;Day;1092,70612811844;0,505813953488372;0,0116279069767442;1;0,5;0,506934812760055
Jordan;1;0,5;1000;30~1;no PCA;Day;Day;Day;1058,79109346014;0,520348837209302;0,0784883720930233;0,962209302325581;0,5;0,502773925104022
MLP;0,25;0,75;1000;30~1;no PCA;Day;Day;Day;1334,35906119774;0,5;0;1;0,5;0,490291262135922
Elman;0,25;0,75;1000;30~1;no PCA;Day;Day;Day;1846,95332845969;0,534883720930233;0,119186046511628;0,950581395348837;0,5;0,495145631067961
