User:;komputer
IndexName:;WIG20Matkil
StartDate:;2015-01-27 15:19:33
CalculationTime:;05:44:32
TestCasesNumber:;3
ProportionalDivisionTrainingTestData:;70
networkType;learningCoefficient;inertiaCoefficient;iterationNumber;neuronStructure;maxInputColumns;windowLength;density;step;resultError;TestCorrectDirectionPredictionsRate;TestCorrectDownPredictionsRate;TestCorrectUpPredictionsRate;Trend;LastTrainingCorrectDirectionPredictionsRate
Jordan;0,75;0;1000;30~30~1;20;Day;Day;Day;877,784149941736;0,525641025641026;0,94047619047619;0,115686274509804;0,502958579881657;0,593012275731822
Elman;0,75;0;1000;30~30~1;20;Day;Day;Day;875,869551747075;0,535502958579882;0,751984126984127;0,32156862745098;0,502958579881657;0,58876298394712
MLP;1;0;1000;30~30~1;20;Day;Day;Day;823,254575965218;0,54043392504931;0,795634920634921;0,288235294117647;0,502958579881657;0,596317280453258
Jordan;1;0;1000;30~30~1;20;Day;Day;Day;865,792918259656;0,52465483234714;0,910714285714286;0,143137254901961;0,502958579881657;0,602927289896128
Elman;1;0;1000;30~30~1;20;Day;Day;Day;846,277410923573;0,532544378698225;0,859126984126984;0,209803921568627;0,502958579881657;0,592540132200189
MLP;0,5;0,25;1000;30~30~1;20;Day;Day;Day;1161,08154318836;0,536489151873767;0,857142857142857;0,219607843137255;0,502958579881657;0,585457979225685
Jordan;0,5;0,25;1000;30~30~1;20;Day;Day;Day;1132,88088785985;0,559171597633136;0,736111111111111;0,384313725490196;0,502958579881657;0,590651558073654
Elman;0,5;0,25;1000;30~30~1;20;Day;Day;Day;996,491171247491;0,534516765285996;0,529761904761905;0,53921568627451;0,502958579881657;0,560434372049103
MLP;0,75;0,25;1000;30~30~1;20;Day;Day;Day;1151,93591801101;0,541420118343195;0,839285714285714;0,247058823529412;0,502958579881657;0,585457979225685
Jordan;0,75;0,25;1000;30~30~1;20;Day;Day;Day;1092,22507832245;0,554240631163708;0,799603174603175;0,311764705882353;0,502958579881657;0,585457979225685
Elman;0,75;0,25;1000;30~30~1;20;Day;Day;Day;983,044323523019;0,541420118343195;0,333333333333333;0,747058823529412;0,502958579881657;0,574598677998111
MLP;1;0,25;1000;30~30~1;20;Day;Day;Day;1171,46458533061;0,571992110453649;0,561507936507936;0,582352941176471;0,502958579881657;0,591123701605288
Jordan;1;0,25;1000;30~30~1;20;Day;Day;Day;1204,00154189394;0,567061143984221;0,625;0,509803921568627;0,502958579881657;0,591595845136922
Elman;1;0,25;1000;30~30~1;20;Day;Day;Day;875,766836736661;0,551282051282051;0,442460317460318;0,658823529411765;0,502958579881657;0,593012275731822
MLP;0,5;0;1000;30~1;20;Day;Day;Day;1057,90242219368;0,499013806706114;0,98015873015873;0,0235294117647059;0,502958579881657;0,576487252124646
Jordan;0,5;0;1000;30~1;20;Day;Day;Day;1069,21840722408;0,5;0,988095238095238;0,0176470588235294;0,502958579881657;0,578847969782814
Elman;0,5;0;1000;30~1;20;Day;Day;Day;1049,20468442732;0,520710059171598;0,93452380952381;0,111764705882353;0,502958579881657;0,569877242681775
MLP;0,75;0;1000;30~1;20;Day;Day;Day;1037,64660301694;0,506903353057199;0,982142857142857;0,0372549019607843;0,502958579881657;0,579320113314448
Jordan;0,75;0;1000;30~1;20;Day;Day;Day;1035,26920840732;0,505917159763314;0,988095238095238;0,0294117647058823;0,502958579881657;0,588290840415486
